1 
!PHOTOSPHERE 64082 
0.0000000000000000e+00 0.0000000000000000e+00 1.0000000000000000e+00 8.8060228850904443e-01 
1.4906887222487517e-01 0.0000000000000000e+00 9.8882681564245811e-01 -3.3594516958667180e+00 
1.4904616831360404e-01 2.6016105452160046e-03 9.8882681564245811e-01 -3.3571007669301243e+00 
1.4897806349562190e-01 5.2024286146575690e-03 9.8882681564245811e-01 -3.3536451211601062e+00 
1.4886457851631610e-01 7.8016619739460519e-03 9.8882681564245811e-01 -3.3490567158602325e+00 
1.4870574794431068e-01 1.0398518871420874e-02 9.8882681564245811e-01 -3.3433110206147503e+00 
1.4850162016093651e-01 1.2992208279314745e-02 9.8882681564245811e-01 -3.3363876389374507e+00 
1.4825225734549380e-01 1.5581940134708393e-02 9.8882681564245811e-01 -3.3282709379895312e+00 
1.4795773545631180e-01 1.8166925580191361e-02 9.8882681564245811e-01 -3.3189506772683561e+00 
1.4761814420761105e-01 2.0746377204155647e-02 9.8882681564245811e-01 -3.3084226265516872e+00 
1.4723358704217557e-01 2.3319509280648878e-02 9.8882681564245811e-01 -3.2966891628930548e+00 
1.4680418109984325e-01 2.5885538008714060e-02 9.8882681564245811e-01 -3.2837598361209519e+00 
1.4633005718182390e-01 2.8443681751142955e-02 9.8882681564245811e-01 -3.2696518921133610e+00 
1.4581135971085590e-01 3.0993161272570319e-02 9.8882681564245811e-01 -3.2543907431133232e+00 
1.4524824668721356e-01 3.3533199976836563e-02 9.8882681564245811e-01 -3.2380103745313433e+00 
1.4464088964057897e-01 3.6063024143546459e-02 9.8882681564245811e-01 -3.2205536780542316e+00 
1.4398947357779210e-01 3.8581863163751867e-02 9.8882681564245811e-01 -3.2020727014512707e+00 
1.4329419692649606e-01 4.1088949774686696e-02 9.8882681564245811e-01 -3.1826288062376444e+00 
1.4255527147469416e-01 4.3583520293482579e-02 9.8882681564245811e-01 -3.1622927253178186e+00 
1.4177292230623714e-01 4.6064814849794002e-02 9.8882681564245811e-01 -3.1411445138804277e+00 
1.4094738773226054e-01 4.8532077617262318e-02 9.8882681564245811e-01 -3.1192733881379091e+00 
1.4007891921859267e-01 5.0984557043747603e-02 9.8882681564245811e-01 -3.0967774479832610e+00 
1.3916778130915583e-01 5.3421506080258876e-02 9.8882681564245811e-01 -3.0737632812516527e+00 
1.3821425154538367e-01 5.5842182408512353e-02 9.8882681564245811e-01 -3.0503454490019135e+00 
